X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,Ya,Yb,Yc 
89.5,Spoon ,35,3.936271884,3.520319389,41.95422658,23.88009075,0,0,0,33,9,1,1,1,1
74.5,Spoon ,28,0.6,8,68,85.5,0,0,0,5,2.4,0,0,0,0
98.25,Spoon ,28,3.225116881,5.002680951,53.98780005,52.33129899,0,0,0,0,9,0,0,0,0
71.75,Spoon ,28,3.2,4,50,20,0,0,0,24,13.49,0,0,0,0
93.5,Spoon ,28,3.1,3.881685491,7,17.55778918,0,0,1,15,9,0,0,0,0
85.25,Spoon ,27,3.247656476,6.648069715,37.67817357,31.73641971,0,0,0,15,9,1,1,1,1
79.25,Spoon ,28.69470679,1.4,6.466089985,42,37.39676727,0,0,0,0,33.2,1,0,1,1
85.75,Spoon ,28,2.970814632,4.447104409,41.66166187,29.62772203,0,0,0,21,9,1,1,1,1
83.5,Spoon ,29,3.903256897,5.22107931,51.97792175,35.8357275,0,0,0,0,9,1,1,1,1
98.5,Spoon ,30.20603837,3.964986066,8.625648058,57.89154034,62.39324216,0,0,0,0,9,1,1,1,1
77.5,Spoon ,25,3.8,1,60,18.2,0,0,0,24,9,1,1,1,1
93.75,Spoon ,28,2,4.508653255,13,10.5,0,0,0,18,10.4,0,0,0,0
98.5,Spoon ,28,1,3.976923718,22,15.2,0,1,5,6,9,0,0,0,0
96.5,Fork ,25,3.9,5,65,27,0,0,0,7,3,1,1,1,1
89.25,Fork ,28.16883276,3.9,2.8,46,68.9,0,0,0,0,17.3,1,1,1,1
75.25,Spoon ,28,3.1,4,47,7,0,0,0,0,22.5,1,1,1,1
78.5,Spoon ,28,3.586510968,3.550468889,29.40478792,11.82746451,0,0,0,30,44.04,1,1,1,1
86,Fork ,28,7.5,1,46,21.8,0,0,0,0,8.9,0,0,0,0
85.5,Spoon ,27,7.2,1.5,26,5.8,0,0,0,0,14.95,1,1,1,1
89.75,Fork ,28,2.928975383,5.123297525,58.04104079,79.14382681,0,0,1,10,26,1,1,1,1
98.25,Spoon ,28,2.4,3.836345071,76,4,0,0,3,10,3.5,1,0,1,1
90.25,Spoon ,29.99650241,4.3,5,55,40,0,0,0,26,20.2,1,0,1,1
95.75,Spoon ,28,7.3,11,59.1,60,0,0,0,9,6.3,1,1,1,1
99,Spoon ,28,3.655162267,5.558196435,52.75355013,47.3837827,0,0,0,0,9,1,1,1,1
66.75,Fork ,28,3.355391195,7.772548038,62.53495923,83.58465265,0,0,0,15,9,1,1,1,1
91.75,Spoon ,28,2.815959731,3.336115617,38.29777267,25.69875272,0,0,2,19,9,0,0,0,0
98.5,Fork ,28,3.443094352,6.456913144,61.8945175,75.8261892,0,0,0,5,2.9,0,0,0,0
84.5,Fork ,28,2.1,3.5,70,14.7,0,0,0,0,29.6,1,1,1,1
78,Spoon ,28,2.6,2,60,1.25,0,0,0,17,15.6,1,1,1,1
94.25,Spoon ,29,5.1,4,75,4,0,0,0,27,9,1,1,1,1
86.75,Fork ,27,3,8,61,112,0,0,0,0,10.25,1,1,1,1
85.25,Fork ,30,3.86,7,70,134,0,0,0,14,13.16,1,1,1,1
89,Spoon ,28,3,4,63,11.7,0,0,0,7,2.3,1,1,1,1
95.25,Fork ,31,3.5113025,5.975277894,55.53191203,47.45725091,0,0,0,54,9,1,1,1,1
72.75,Spoon ,30,3.569687786,2.708784293,37.43691171,14.50517486,0,0,0,19,9,1,1,1,1
91.5,Fork ,29.46614314,3.3,7,70,87.9,0,0,0,30,43.43,1,1,1,1
89,Spoon ,28,4.175647772,3.800823065,30.9103972,13.70188354,0,0,0,27,27,1,1,1,1
85.5,Spoon ,27.85621594,1,1.1,1.01,11.2,0,0,0,0,5.4,1,1,1,1
94.25,Fork ,27,6,6,53,103,0,0,0,14,4.99,0,0,0,0
73.5,Spoon ,25,2,1,20,1,0,0,0,4,1.4,0,0,0,0
80.25,Fork ,30,4.4,4.3,61,56.7,0,0,0,0,10.1,1,1,1,1
78.75,Fork ,29,3,5,60,39,0,0,0,12,10.2,1,0,1,1
77,Spoon ,27.95735941,3.416429124,3.999981721,39.11111588,19.71666676,0,0,0,13,7.6,1,1,1,1
90.75,Fork ,27,4.5,4,66,65,0,0,0,0,22.6,0,0,0,0
76.5,Spoon ,27,3.056668742,7.670366155,41.11249874,30.93677016,0,0,0,23,23,0,0,0,0
108.75,Spoon ,28.10080066,3.132665428,7.975984775,60.17714593,84.59875906,0,0,0,0,9,0,0,0,0
117,Spoon ,30,3.017648264,5.839069488,58.79354953,89.26597367,0,0,0,0,9,1,1,1,1
94.5,Spoon ,27,3.47815689,4.12433439,38.86619784,16.56398441,0,0,0,6,9,1,1,1,1
90.5,Spoon ,28,1,3.1,44.1,61,0,0,0,13,24.7,0,0,0,0
95.5,Fork ,27.73951667,2.799813913,5.668789995,65.06124787,86.90927825,0,2,5,11,9,0,0,0,0
80.5,Spoon ,30.65402976,5.5,16,72,52,0,0,0,0,7.44,1,1,1,1
95.25,Spoon ,29.17198409,3.738769226,4.83441036,48.59355495,40.14451369,0,0,0,22,9,0,0,0,0
75,Fork ,28,3.081655421,6.296282022,65.89684015,70.14722634,0,0,0,23,10.6,1,1,1,1
81.25,Spoon ,29,4,2,40,77,0,0,0,19,15.1,1,1,1,1
83,Spoon ,31.37282308,2.866584413,6.833650065,1,0.1,0,0,0,55,17.4,1,1,1,1
74.75,Fork ,26,3.5,13,91,85.7,0,0,0,22,20,1,1,1,1
85.5,Fork ,29,4,4,58,65,0,0,0,5,4.7,1,1,1,1
102.75,Spoon ,28,1.8,4.068428608,27.27,11,0,0,0,6,9,0,0,0,0
99.75,Spoon ,25,3.341425141,10.3778408,56.79794485,68.17338141,0,0,0,0,9,1,1,1,1
120.5,Spoon ,30.09971921,2.844879336,6.627133573,55.51785588,96.42367215,0,0,0,0,9,1,1,1,1
124.25,Spoon ,32.80158875,2.8,3,38,16,0,2,2,0,9,1,1,1,1
79.75,Fork ,28.00274998,3.072336544,6.412632576,63.72833834,80.68453417,0,0,0,14,15.22,1,1,1,1
96.75,Spoon ,27.23326908,2,8,26,138,0,0,0,0,2.74,1,1,1,1
90,Spoon ,28,3.5,8,60,97,0,0,0,0,10.6,1,0,1,1
92,Spoon ,32,3.787997734,6.794335913,49.98878755,54.66519801,0,0,0,0,29.3,0,0,0,0
94.75,Spoon ,28,3.4,1,77,39,0,0,3,13,9,0,0,0,0
107.75,Spoon ,28,3.429313467,6.526656654,60.62394101,71.52796071,0,0,0,0,9,1,1,1,1
90,Spoon ,28,1,3,51,8.6,0,0,0,23,10.96,1,1,1,1
92.25,Spoon ,28,1,3,45,8.6,0,0,0,23,9,1,1,1,1
68.25,Fork ,31.29031177,7.73,3.9,68,31.2,0,0,0,0,24.08,1,1,1,1
80,Spoon ,28,4.29,3,21,9,0,0,0,50,48.06,0,0,0,0
91.75,Spoon ,29.4929307,3.941096114,6.272687552,53.02321237,41.29180049,0,0,0,0,9,1,1,1,1
80.5,Spoon ,27.4797587,3.5,5.700022841,38.86072706,40.56221552,0,0,0,16,26.6,1,1,1,1
90.75,Spoon ,29,3.098850593,3.608775594,42.03805073,23.09740445,0,0,0,34,21.9,1,1,1,1
98.75,Spoon ,28,0.5,4.568188357,50.8490521,56.07407536,0,0,3,7,9,0,0,0,0
72.5,Spoon ,29.61637647,3.8,10,57,53,0,0,0,0,33.4,1,1,1,1
90,Fork ,30,4.3,3,56.92136087,74.8,0,0,0,9,15.88,1,0,1,1
68.25,Fork ,38,3.232199686,6.478329324,59.37780708,81.66879693,0,0,0,60,0,1,1,1,1
77.25,Spoon ,25,4,5.74763845,50.70171098,39.2710457,0,0,0,11,9,1,1,1,1
72.75,Spoon ,28,3.6,5,50,46.37,0,0,0,14,11.3,1,1,1,1
84.75,Spoon ,26,1.2,5,55,52,0,0,0,24,13.2,1,1,1,1
71,Spoon ,31.61468243,4.861548919,14.40594548,42.13012152,0.2,0,0,0,0,6.3,1,0,0,1
90.75,Spoon ,30,1,5,12,7,0,0,0,13,15.1,1,1,1,1
93,Fork ,30,3.340508535,6.466276989,59.05532863,59.76192212,0,0,0,50,9,1,1,1,1
89.5,Fork ,28,3.4,7,56,36,0,0,0,13,26,1,1,1,1
121.75,Fork ,38,3.310537082,7.431035388,61.44129351,91.05219823,0,0,0,0,9,1,1,1,1
89.25,Fork ,30,4.208757272,7.291719091,60.18365227,74.43352791,0,0,0,0,15,0,0,0,0
83,Spoon ,26,3.454021126,5.870391461,46.98110423,30.95959992,0,0,0,10,5.1,0,0,0,0
87.25,Spoon ,28,3.272608921,4.626483,38.4305053,28.16624999,0,1,3,0,9,0,0,0,0
77.25,Spoon ,30,4.76,7.717329021,55.57811975,44.52518876,0,0,0,0,22.7,1,1,1,1
88.5,Fork ,30,2.80625029,5.59719256,64.62885906,91.15280583,0,0,0,0,20.7,1,1,1,1
94.25,Spoon ,28,3.308736346,5.512781893,52.50154274,46.40337253,0,0,0,12,9,1,1,1,1
98,Spoon ,28,5.13,3.621394902,31,6,0,0,0,3,1.61,1,1,1,1
105.25,Spoon ,27.75463969,3.664935091,7.366624877,59.01009396,68.6773829,0,0,0,0,9,1,1,1,1
91,Spoon ,30,2.5,2.5,70.5,44,0,0,0,12,13.4,1,1,1,1
89.5,Fork ,30,2.1,6.3,80,6,0,0,0,14,5.4,1,0,1,1
70.25,Fork ,30.37524701,3.648529128,6.671430419,60.66583951,94.20269859,1,1,1,0,9,1,1,1,1
88.75,Spoon ,28,7.4,3.1,52,11.55,0,0,0,0,12.8,0,0,0,0
94.75,Fork ,32.83669975,1.8,3,68,12.5,0,0,0,57,9.51,0,0,0,0
99.25,Spoon ,28.13843937,3.016605289,6.307485031,55.14330166,67.24640438,0,0,0,12,5.705,1,1,1,1
78,Fork ,28.7679677,2.5,5.446768415,62.31614928,50,0,0,0,0,9.63,1,1,1,1
92,Spoon ,29,2.1,4,1,9.6,0,0,0,10,4.9,0,0,0,0
76.75,Fork ,31,4.2,4,65.3,26.7,0,0,0,0,10.85,1,1,1,1
71.5,Spoon ,29.90429055,1,1,1,1,0,0,0,26,33,1,1,1,1
112.5,Fork ,28.33306907,3.677241479,6.122771067,56.50171345,87.29151438,0,0,0,0,9,1,1,1,1
94.5,Spoon ,26.45131345,0.25,1,43.2375743,16.6,0,0,0,9,4.2,1,1,1,1
85,Spoon ,28,7.5,3.833690485,36.65011783,14.31834553,0,0,0,29,28.65,1,1,1,1
91,Fork ,28.73462391,4,6,60,61.62825403,0,0,0,1,9.5,1,0,1,1
98.5,Spoon ,29.19254101,4.031603127,7.193900062,57.8460192,51.87757709,0,0,0,0,9,1,1,1,1
88,Spoon ,28,2.946096276,3,42,98,0,0,0,12,8.4,0,0,0,0
68.25,Spoon ,30,3.581044049,5.202955631,43.42199002,20.67613647,0,0,0,44,9,1,1,1,1
103,Spoon ,30,3.328314876,6.314180875,59.0363376,76.82943895,0,0,0,0,9,1,0,1,1
112.5,Spoon ,28,3.64329923,6.554316177,60.30126155,70.96093537,0,0,0,0,9,1,1,1,1
77.25,Spoon ,35,4.5,7,55,68,0,0,0,0,21.63,1,1,1,1
110,Spoon ,28,3.677948544,6.890536496,58.62910352,66.69354259,0,0,0,0,9,1,1,1,1
90.5,Fork ,28.05863658,2.5,4,70,6,0,0,0,10,5.9,1,0,0,1
70.5,Fork ,29.49515805,6.05,6,77,75.1,0,0,0,0,6.593,1,1,1,1
91,Spoon ,28,4,2,39,10,0,0,0,7,4.3,0,0,0,0
88.75,Fork ,28,1.9,4,40,39.75,0,0,0,19,24.9,1,1,1,1
94,Fork ,28,1.9,4,34,39.75,0,2,5,0,9,1,1,1,1
74.75,Spoon ,28.82536305,3.192990737,2.944141814,38.79759304,17.86810938,0,0,0,22,9,1,1,1,1
86,Fork ,30.15355055,3.094832299,5.639507977,60.61079662,62.6377414,0,0,0,33,5.7,1,1,1,1
74.5,Fork ,30,3.62112324,6.954770953,58.79750604,64.18487449,0,0,0,60,15,1,1,1,1
85.75,Fork ,28,3.8,5,56,78,0,0,0,6,10.89,1,1,1,1
77.5,Fork ,30.42198816,1.2,5,73,59,0,0,0,0,44.7,1,1,1,1
81.25,Spoon ,28,2.987898438,3.966360515,39.84567002,23.32548699,0,0,0,20,9,0,0,0,0
88.5,Spoon ,28,3.249170938,4.757468934,51.00031762,43.03386502,0,0,4,0,9,0,0,0,0
75,Spoon ,28.44814612,3.048729301,3.639977691,31.33202956,11.96156383,0,0,0,27,9,1,1,1,1
84.5,Spoon ,26,1.7,7.5,74.9,160,0,0,0,20,20.7,1,1,1,1
82.5,Fork ,28.43327524,4,15,40,54,0,0,0,0,11.6,1,0,1,1
116.75,Spoon ,31,3.114356276,7.486413828,58.74719271,98.5751556,0,0,0,0,9,1,1,1,1
82.75,Spoon ,30.479604,1.7,4,40,28,0,0,0,34,9,1,1,1,1
86.5,Fork ,28.86246679,1.88,4,57,104.75,0,0,0,20,19.4,1,1,1,1
96.5,Spoon ,27.5797133,3.473048053,6.076060984,48.43186784,54.18416828,0,0,0,0,12.6,0,0,0,0
79.25,Spoon ,30,3.6,2.148579946,1,0.001,0,0,0,5,13,1,1,1,1
89.5,Spoon ,28,3.576281782,4.289875091,45.63554172,30.43518428,0,0,0,14,4.9,0,0,0,0
84.25,Fork ,25,3.151737569,13.81160397,64.54911165,72.34650898,0,0,0,38,15,1,1,1,1
91.25,Spoon ,25,3.9,1,51,18.9,0,0,0,11,12.7,1,1,1,1
91,Spoon ,28,3.12081235,3.353818928,34.33462188,20.55983911,0,0,5,19,9,0,0,0,0
84,Spoon ,33,3.1,2,31,2,1,1,1,22,17.2,1,0,0,1
90.25,Fork ,28,2.8,4,64,64,0,0,0,6,31.5,0,0,0,0
74,Fork ,29.62531062,3.42,5,50,80,0,0,0,14,17.8,1,1,1,1
74.25,Spoon ,30.35011758,2,6,96,20,0,0,0,0,19.8,1,1,1,1
99.75,Fork ,27.41566004,1.9,8,68,25.16,0,0,0,10,10.9,0,0,0,0
74.5,Fork ,28,3.17002975,5.982999501,62.13151267,66.06672741,0,0,0,16,13.49,1,1,1,1
96.5,Spoon ,27.78469494,2.846455319,4.15526545,36.87408921,17.47686806,0,0,0,0,9,1,1,1,1
94.25,Fork ,29.9876699,3.668365638,6.98596511,57.09468073,61.93871313,0,0,0,60,10,1,1,1,1
93,Spoon ,30,3.25,6,39,66.4,0,0,0,0,4.85,1,1,1,1
81.25,Spoon ,25,2,8,53,85.3,0,0,0,0,8.5,1,1,1,1
95,Fork ,25,2.849513329,11.63621023,65.87621654,72.70693301,0,0,0,0,6,0,0,0,0
87.5,Spoon ,28.09177715,7.1,16,60,29,0,0,0,21,16.8,1,1,1,1
94.5,Spoon ,27.94147162,7.1,3,60,28,0,0,0,14,8.6,1,1,1,1
91.75,Fork ,28,3,4,64,52,0,0,0,9,13,0,0,0,0
94.5,Fork ,27.85089021,3.1,2,86.8,80,0,0,0,0,8.7,0,0,0,0
89.25,Spoon ,27.70203007,2.7,2,58,89.1,0,0,0,5,3.4,1,1,1,1
94.25,Fork ,28.11647155,3.4,4,35.15,22,0,0,0,5,8,1,1,1,1
76.5,Spoon ,34,3.5,3,47,40,0,0,0,0,14.9,1,1,1,1
91,Fork ,27.37497919,2.8,9,58.36927756,43.6,0,0,0,0,12.16,0,0,0,0
117.25,Spoon ,31.24972326,3.47869246,6.650778858,55.19235114,81.06593683,0,0,0,0,9,1,1,1,1
85.75,Fork ,25,3.181643733,5.708806169,61.31501507,80.47567412,0,0,0,9,7,1,1,1,1
74.5,Spoon ,32.07166692,1.5,2.28675248,25,4.4,0,0,0,32,15.1,1,1,1,1
84.25,Fork ,26,2.889753229,7.302680833,63.90841961,80.9808179,0,0,0,13,6.7,1,1,1,1
87.5,Fork ,28,3.324986992,5.996467766,59.9043769,89.47770888,1,1,2,0,6.7,1,1,1,1
86.25,Spoon ,28,2.595180517,4.223996377,35.70402535,16.77939598,0,0,0,15,13.5,1,1,1,1
94.75,Fork ,30,1.5,5,66,57,0,0,0,6,8.1,0,0,0,0
100,Spoon ,28.58993517,3.3,3,33,29,0,0,0,10,5.99,0,0,0,0
85.25,Fork ,27.96525202,1,9.328573917,89,8.1,0,0,0,11,6.5,1,1,1,1
110.5,Spoon ,28.20215547,3.613117413,6.320663853,58.00380723,68.89609911,0,0,0,0,9,1,1,1,1
71.75,Spoon ,28,3.063056646,4.249930678,38.10833804,16.96147527,0,0,0,32,9,1,1,1,1
81.25,Spoon ,30.56950538,4.6,6,67,3.1,0,0,0,42,19.8,1,1,1,1
94,Fork ,28,3.1,3,50,29,0,0,0,21,35.9,1,1,1,1
87.5,Fork ,34,3.6,6,80,6,0,0,0,15,19.6,1,1,1,1
95.75,Spoon ,30,1.5,42,26,35,0,0,0,0,9.5,1,0,1,1
100,Fork ,28.5246344,1.4,2,21,12,0,2,4,0,9.5,1,0,1,1
91.25,Fork ,28,3.27673751,5.927986839,57.78874514,69.30088049,0,0,0,5,9,0,0,0,0
83.5,Spoon ,27,0.2,1,50,5,0,0,0,9,8.9,1,1,1,1
81.75,Spoon ,29,1,4.5,60.9,118,0,0,0,33,15.4,0,0,0,0
77,Fork ,29,3.3,6,85,46.4,0,0,0,10,4.3,0,0,0,0
84.5,Spoon ,28.42453595,2.5,1,1,0.2,0,0,1,0,9,0,0,0,0
94.5,Spoon ,25,4.2,7.220471402,36,16,0,0,0,11,12.7,1,0,1,1
66.75,Fork ,60,3.3,7,71,100,0,0,0,20,20.3,1,1,1,1
94,Fork ,26.75079769,1.5,10,51,53,0,0,0,10,15.6,0,0,0,0
95,Spoon ,28,3.212835635,4.760758178,51.05080076,41.59777719,0,0,0,26,11.1,1,1,1,1
87,Fork ,28,3.121587851,8.12835801,60.89279636,70.58563526,0,0,0,9,14.9,1,1,1,1
82,Spoon ,28,3.795063128,3.790762242,37.47410057,20.99692981,0,0,0,23,9,1,1,1,1
80.75,Spoon ,30,2.5,6,36,18,0,0,0,0,27.07,1,1,1,1
70.5,Spoon ,34.38353885,4.5,6,63,195,0,0,0,13,19.7,1,1,1,1
88.5,Fork ,27.03377534,0.4,9.010489599,7.6,20,0,0,0,4,6.9,0,0,0,0
90.75,Spoon ,27.90005019,3.8,5,69,76,0,0,3,15,9,1,0,1,1
88.25,Spoon ,28,3.230044118,3.296631957,35.73751864,13.32321286,0,0,0,0,9,1,1,1,1
74.25,Fork ,37.71700414,3.09624084,5.983786902,60.24231198,77.05712452,0,0,0,60,9,0,0,0,0
87.5,Fork ,28,4.6,6,74,20.4,0,0,0,11,11.79,1,1,1,1
98.25,Spoon ,28,3.400394239,6.620328815,53.14997675,61.16526944,0,0,0,12,9,1,1,1,1
78,Fork ,29.03407154,3.356390832,5.906464077,64.12698142,75.90399259,0,0,0,0,14.4,1,1,1,1
86,Fork ,31,3.491167425,5.201778404,59.31122517,56.72244278,0,0,0,20,28,1,1,1,1
77.75,Fork ,30,3.5,4,67,14,0,0,0,19,18,1,1,1,1
73.25,Fork ,28,1.7,3,81,20,0,0,0,26,9,1,1,1,1
74.25,Spoon ,27,4.030007377,4.125913861,29.36293041,14.96760096,0,0,0,16,9,1,1,1,1
87.5,Spoon ,28,3.924802975,3.724982787,33.8882655,17.04088073,0,0,0,0,9,1,1,1,1
90.5,Spoon ,26.30240931,3.5,15,55,73,0,0,0,0,31.1,1,1,1,1
81.25,Fork ,32,1.1,9.576095484,77.8,72.47354992,0,0,0,29,19.8,1,1,1,1
92,Fork ,28,3.06132741,6.968195496,61.29000006,82.08244107,0,0,0,0,6.5,1,1,1,1
89.25,Spoon ,27,4,2,40,28.04712034,0,0,0,23,10.6,1,1,1,1
96,Spoon ,29.30277624,4.004406982,8.054106282,51.99369083,45.65283582,0,0,0,0,9,1,0,1,1
93,Spoon ,27.6599082,3,3,65,4.5,0,0,0,0,15.65,1,1,1,1
124.25,Spoon ,28,3.178297434,5.24729611,57.71580765,75.30762348,0,0,0,0,9,1,1,1,1
74.75,Fork ,29,2.4,6,66,75,0,0,0,22,24.1,1,1,1,1
74.25,Spoon ,28.71937543,0.9,8,75,49,0,0,0,5,47.36,1,1,1,1
89.25,Spoon ,27.91240956,3,16,79,124,0,0,0,4,5.4,1,1,1,1
78.75,Spoon ,32,3.304362295,3.793597149,49.68723038,30.04489881,0,0,0,50,29.4,1,1,1,1
99.25,Fork ,28.24852681,4,2,45,150,0,0,0,8,9.6,1,1,1,1
72.5,Spoon ,36.05309646,2.5,4,44,28,0,0,0,60,28.8,1,1,1,1
88.75,Fork ,28.73529223,4.8,6,68,33,0,0,0,8,2.16,1,1,1,1
94.25,Fork ,28,3.5,1,69,153.5,0,0,0,0,3.1,1,1,1,1
70,Spoon ,31,3.58,1,26,5,0,0,0,40,46.1,1,1,1,1
82.5,Spoon ,28,3.267195492,3.647234047,40.8712027,20.11736955,0,0,0,0,9.19,1,0,1,1
81.25,Spoon ,28,2.2,3.653507648,49,4.8,0,0,0,9,4,1,1,1,1
114,Spoon ,28,3.05317156,4.807372819,60.04793726,81.71728996,0,0,0,0,9,1,1,1,1
84.5,Fork ,52,1.7,5,53,102.5,0,0,0,48,13.9,1,1,1,1
90.25,Fork ,28,2.2,6,40,49,0,0,0,10,27.97,0,0,0,0
79,Spoon ,28,2.1,3.230690482,21,3.6,0,0,0,11,17.4,1,1,1,1
83,Spoon ,30,2.6,4,38,7,0,0,0,0,8.5,1,1,1,1
108.25,Spoon ,30,3.00484286,5.633554639,61.74698432,102.7816953,0,0,0,0,9,1,1,1,1
86.5,Fork ,28,5.5,7,70,40,0,0,0,4,4.9,1,1,1,1
81,Spoon ,28,3.4112321,3.378177654,42.56287886,24.03099063,0,0,0,3,0.2,0,0,0,0
100.75,Spoon ,25,3.52389783,9.338011083,57.47502427,65.30769717,0,0,0,0,9,1,1,1,1
81.5,Spoon ,23,2,3,33,12,0,0,0,11,7.16,1,0,0,1
109,Spoon ,28,5.1,4,16,3,0,0,1,14,5.5,0,0,0,0
66.75,Fork ,31.19977304,5.1,5,39,60,0,0,0,53,9,1,1,1,1
94.75,Fork ,29.60828561,3.976417945,8.542997966,62.66990842,70.11292998,0,0,0,0,26,1,1,1,1
86,Fork ,29.86031069,4.6,2,41,51,0,0,0,20,19.52,1,1,1,1
72.5,Spoon ,29,0.7,3.56306089,3,0.1,0,0,0,22,15.5,1,1,1,1
91.75,Spoon ,29.58853622,2.7,5.131076085,36,1.4,0,0,0,31,26.9,1,0,1,1
86.25,Fork ,26,2.8,4,51,32.25,0,0,0,0,4.6,1,1,1,1
78.25,Spoon ,27,4.15663161,5.132853581,48.43684135,38.18857968,0,0,0,8,3.5,1,1,1,1
90.75,Spoon ,26,5,3.289498586,25,4.6,0,0,0,19,19.8,1,1,1,1
88.75,Fork ,25,4.7,6,39,25.2,0,0,0,11,10.53,1,1,1,1
70.5,Fork ,26,1.5,4,55.8,145,0,0,0,17,9.9,1,1,1,1
83,Fork ,29.86133666,4.4,4,40,33,0,1,1,24,22.26,1,1,1,1
68.5,Spoon ,28,2,4.822287103,50,0.0015,0,0,0,0,39.2,1,1,1,1
85.75,Spoon ,34.779204,2.8,4,54,81.3,0,0,0,60,30,1,1,1,1
89.25,Spoon ,28,3.44129054,4.137900168,45.41011089,28.87332085,0,0,0,11,11.5,1,0,1,1
84.75,Spoon ,30,1.6,2,57,32,0,0,0,29,22.58,1,1,1,1
88.75,Spoon ,32,10.63,10.1186631,47.32423163,31.46884139,0,0,0,26,25.8,1,0,0,1
95,Spoon ,30,3.697498333,4.392751667,48.41424867,43.42961654,2,2,2,22,9,1,0,0,1
106.5,Spoon ,26,3.17444558,8.249691389,61.93209985,70.99080369,0,0,0,0,9,0,0,0,0
66.5,Spoon ,32.10276867,4.387583433,7.408805669,54.91330663,60.75538719,0,0,0,0,5.18,0,0,0,0
89.5,Fork ,27.70818447,1,5,61,31,0,0,0,9,6.64,0,0,0,0
61.5,Fork ,28,3.47767768,9.672996911,59.01972051,70.06350908,0,0,0,38,17.9,1,1,1,1
84.75,Fork ,28,4.4,8,49,53,0,0,0,12,5.6,0,0,0,0
86.75,Spoon ,28,3.1,4,39,109.5,0,0,2,12,5.6,0,0,0,0
84.25,Spoon ,24,3.9,4.048567584,64,4,0,0,0,11,2.5,1,1,1,1
95,Spoon ,25,7,14.15240359,19.6,35.21788677,0,0,0,10,6.2,0,0,0,0
101.5,Spoon ,25,1.5,2,32,2.3,0,0,0,4,4.5,0,0,0,0
94,Fork ,28,1.5,9,58,59,0,0,0,12,15.9,1,1,1,1
94.5,Spoon ,27.31049864,1.95,4,74.5,20.3,0,0,0,0,10,0,0,0,0
88,Spoon ,28.33301824,3.3,3,37,2.9,0,0,0,18,22.3,1,1,1,1
103.5,Spoon ,30,2.880849412,5.657813485,57.77458438,95.80372225,0,0,0,0,9,1,1,1,1
98,Spoon ,28,3.679317678,6.257947871,54.72674713,54.48771112,0,0,0,0,9,1,1,1,1
86.75,Fork ,28,0.8,7,50,63,0,0,0,0,8.6,1,1,1,1
93.5,Spoon ,28.88486205,3,3.172663834,20,1.4,0,0,0,24,27.5,1,1,1,1
118.5,Spoon ,40,2.922823295,8.516136842,61.01353234,97.63719925,0,0,0,0,9,1,1,1,1
87.25,Fork ,27,3.15,3.5,28,77,0,0,0,14,6,1,1,1,1
97.5,Fork ,24,2.857082286,7.484243236,63.0883416,78.00042439,0,1,2,7,0,0,0,0,0
73.25,Spoon ,60,5.9,1,55,42,0,0,0,0,30.3,0,0,0,0
78.75,Fork ,28,3.8,2,15,27.4,0,0,0,12,6.22,1,1,1,1
79.5,Fork ,27,5.7,5.921400159,79,94.11,0,0,0,14,6.7,1,1,1,1
72.75,Fork ,27,3.6,3,73,82,0,0,0,13,11,1,1,1,1
87.5,Fork ,28.71296246,3.6,6,85.7,87.6,0,0,0,0,8.2,1,1,1,1
81.25,Spoon ,35,1.6,1,47,20,0,0,0,0,19.27,1,1,1,1
83.25,Fork ,28.57563316,5.8,1,80,19.5,0,0,0,0,6.3,1,1,1,1
88.75,Fork ,27.84669729,3.7,5,52,75,0,0,0,17,8.1,0,0,0,0
99,Fork ,28,3.707667459,5,70,43,0,0,0,15,10.7,0,0,0,0
82.75,Spoon ,27,1.2,4,72,10,0,0,0,22,14.4,0,0,0,0
94.25,Fork ,29.09101384,3.968849435,6.969913375,63.45292917,75.73633481,0,0,0,0,17.4,1,1,1,1
83.5,Fork ,27.44235495,2.3,7,92,116.8,0,0,0,13,8.3,1,1,1,1
88.75,Fork ,28,1.7,4,55,120,0,0,0,12,12.53,1,1,1,1
87,Spoon ,28,3.477686745,5.716928555,51.56410046,42.35504719,0,0,0,21,10.6,0,0,0,0
88,Spoon ,27,2.3,4,12,18.21051675,0,0,0,8,10.2,1,0,1,1
101,Spoon ,27.17354925,1,2,47,126,0,0,3,5,5,0,0,0,0
73.5,Spoon ,24,5.927073195,6.269926906,40.54539375,35.04573045,0,0,0,15,5.07,0,0,0,0
99.5,Fork ,30,3.430802848,2,67,16,0,0,0,30,32.2,1,1,1,1
84.25,Fork ,33,2.5,5,45,64,0,0,0,14,13.7,1,0,1,1
89.25,Spoon ,28,2.2,5,56,23.25,0,0,0,32,22.4,0,0,0,0
86.75,Spoon ,28,4.91,8.1,58.3,187,0,0,0,10,13.3,0,0,0,0
94.5,Fork ,33.48705356,4.167309084,6.265950688,61.81996317,68.13694743,0,0,0,38,9,1,1,1,1
96.75,Fork ,35,1.2,6.37804045,52,60,0,0,0,6,14.2,0,0,0,0
78.25,Spoon ,29,4.1,1,1,1,0,0,0,0,23.2,0,0,0,0
75.5,Fork ,30.40999405,3,5,32,49,0,0,0,36,33.3,1,1,1,1
65.75,Spoon ,29.73511496,2.8,2,46,29,0,0,0,22,35.94,1,1,1,1
